Plain_text,Cipher_text
that would be joe buck.,2f64c8547dba5e88aa2c0fab8cc39dcf7f8ed70f77956f7c6d1d4655895b3311
i listened to tv crew some last night. buck was fine. went on and on abt lindor and kluber. he'll be unbearable in chicago.,e0b5d304e3dd154b4bbcce4de18d10f43ad0c140398599af731381d0c4cda766c416d49fa68de69787825d517ac29f8b21bde0115ca7b741ef0c191109745a03cdbd77576c46da4afe3ad8fca44962cc12af97c61b6115a25dd3c604999fc1bea9bf24fc9d8f0476ed5828204e4e92c5fe163916fce20284b0d8d045307f2090
the silver lining in cardinals not making playoffs was no buck.,3aa6c22882297a17dd8a3492b98ba2e38245307f771001dbf0c8711858238be60fad5a3641d8f3bb93e715e2237c5920fc6f2bcb058497debca62ca6a3dc4ea2
buck lost me when he called that packers vikings game where randy moss fake mooned gb and he acted like moss killed someone,bc501ae79da1d101951e9dbe42ba644e334499ea0f6b4e74626b2c91f311b456e8ce3e8435336126866f656673b6a5d0095ecfac810222149ad2284bcb5731def0ddc9382fc9f791ee92eac610c097b6009ec5ae65012abc0e1b5ae78bd0152943f962082e5f2d92f58a97f63a4cb32d0af89e2ab8f9cca94004e0277e7ee4f4
coworker asked me who will win more games? browns all season or tribe in the world series,3a3bbf048d92e39e148d66168f3324f4807c8bf55bc03a1412e7877d67f381301f4701e835775dfcad34c57122d2e6acc20d985cf26b2cea892842740bffbd727ce44d5a22fcea0b15a1de738699329836d9aa6c46cae3ce567056c9276af314
how did you answer?,8ca4bda1830f4c60e780823b737a0b8af0f1fa247a349a58bc716ef0c041fbbf
let me just say tribe needs 4 wins that's all. browns might have a chance at 2 wins...maybe lol,dc95378cb990844fcaa35db27d32b95f3d7f5d92a67f7ea76f753f6cd60ae4fd7ec84573af86f4d1217a16382bae8a05fa0c20a7ed730aca561c0003ff3a7c7b2e0071e51b19e807790a821907d44d8fde8b0cec8298bdde6d5914ca5edaaebe
i agree.,5b90d90249639aaad6a07d40f37ae8a3
they want the #1 pick again for sure. and if they win any games it could lose them that pick (see hoyer),655bf7f6ad13a90981e45b6e8b06032f8407bf20478b9641172f6e40a8a1879c5a33af681e34e72bfd6c092a718f95afe68423a569cd652cbb5fc119655ad2cf9eb0301ab698347411388b8b8b0b7c5bb547f4ef7023880999fb9df205b07ffc47e85904904f46f1c4899be74ab90133
", you suck. #comcastsucks",a2b769bf42159cbe77a740aeb2fcb6d9062370d970e0cc20c1e5df88e9d40749
hello mari. i'd like to see what i can do to help you see the game.  please dm your acct# and i can see what i can do to help. -ql,62be138a9dca612745bef8d82ee65bc7bc8ff4590409be89c8c5a7899ad4020d119fcb7d787fad8ba674c57d1e9671dd616ab5991029031c3b9c1092de7c51eb8c604f20a22769acac93a6df45d1b62194cc43acca106af6cb119823dcf1289c51b21f28544f549f0f08f7ff53aa2b2a2d174bb0c793d45ba4ff6ac24b61fcf2978b7c429a1f548452b1ef7bfe4e9a19
too late. we went out and by the time we came back it was on. it was still a pita.,cabbd3f8d8ae1b9a5a0c4a399f2990d9aafc58fe9f90c2fb47e61b5d6b74941e9c7a9de48d0fe8250e178b83073fccecf1f5b4e8766db4a43296b34e81dea44dbddb8d6baafbdb9bc4da3e8caf421da8ddf2055b0769e6a5fd0d7e84b46af6ae
"i apologize about that, are the services back to normal now? dp",001f389ecabff5467fb6b9608ca5115145bb463166c4cb56a84e5c19b45140a90f8d250815ab6b4dd10e65274b230a296c2520fce7b6d0372654f726e825a92e
"well, yes, but that doesn't make up for having to scramble to find a place to watch the game.",9bfe382dcde174fad0c7e43a9c2a54e358739964e4c91a75a454a966aabe0c45b77fd3cefd3412b0edf0c6c45e5d331e1db41859509996a4658187e4c06e1692713fc4b8e622cb2926c355fc6f0e9d1993323552340a54d99c263150baeb3ec4
didn't play any songs of #theblack :( i had expected they would play the ones that aren't about danny.,5d8a4682989efd0ab87aab059d12e8dcc1fc96ce87d1555e73f510d37ef911980e529c706c029e4e0a49feab7541948298f72be727d00bef9fb3ab889803e8d763200a450632d023dbbd1ac5ff5523f1ef9514d93bd1c2630c77fc02c41559ad247f8ced8a8c00b3c19a515fcccb0400
it was probably easier to go with songs danny knew the marks for already since they didn't have much time,5cf0715836c298a31974e1d5b40612dd81942969d5835185651c72bfe529ac867a0424aac9caf21fbce351d374a358bfd63163f6d01045aeab5f28f39a8c42e708df538f9b3841f859e2e8170df6e79d5c4a4e57a12efb1c97629d84f6ba2e7d603089f1ed7a75a5ead15e1e0060c721
will start playing songs from #theblack again because people love the songs. x,4c4c1f32418263383f28afdc9588eb156a955a00cd8cd996f2593e13528f41c761d543ba645ce42f8d3bd5b9cfb4040e5ca549f02dae8dfcdfcc4f7a895bc32744f6ce24067ffa87efbd8ee886d384f6
we love the old songs as well,cd635c02431925ce67bd81745cc0094b8e49d6a0628c57920fe688994117c9b7
where are the chill ass nice dudes at?,5e37b7fa17cbdf26c1b973fbf12c1ec7c1dc77fb604c5361e252a31c805c5dba617bf16e5926778b8043824a5ca5a0d9
was asking myself this today smh,ecfe88ace1e304f857e1c41d31780b2482180fce7e045f71090edf015be35c4a099ce8895237ac5c9ecf70aef52d65bd
i'm lucky if anyone talks to me at this point if i'm being honest with myself,b248f3dff44f1c63dfc985c889a8e225adf7e86d1b897737472dcbfdb83959eab8d9e04ee2cd6fb35987ed7ed3435aad64e9ea6eecff6329215e3284b6ec9523867ac0b44607147e10dcdcd3f783bc22
girl me too!! i honestly find it hard to believe anyone's ever gonna wanna be w me like that,7575b31a773628a4c7202e6da282fdd5afb4d3c94137a9bc02cfdae03dbc8a1cff9a7e1305f7b9b40e456e523fb9d634b236beba2c910e98885d2f722b2c6c595b1a630638ffe1eb3fb95a2f155f322d43acdf08d58caf311b08e578c76851e1
you're bomb as fuck tho like deadass i'm pretty sure some dude will come around ready to drop everything for you give it time,6a60a451ab2b381785b150b598c0200f650981eba3e257ed2db250eff702b154c88f9cea7e54e77cd68af2a66b453d597f09e31d6de64abf11dc54a941546e4e936ba1ef8f5f4fcde723cf787cb25cf62d89fc38bb6f90fc69c39d6fc575d51089c77283eb2a8f2f5dafb713a1db4f903152ad05323fcfb45806f11284c731cd
i just want to travel the world and make amazing memories. that's all.,51174bc30cebad55724859edde23708e41186c7c6139e268a610b2ef8a224e26bbbd3ead3bf1b498c49915c56e3614b410f1e6d0b0be12e2469cc30e52dc5e6595de10b28de6d01151b030ea823016cf
come to australia,184efc7223895fa226b4c1525e7115ac076f9af65c76cdecaeac300202bceb5d
do not tempt me,c0c98439cd7907ac5ac02cc4fcb35c7b
"no seriously, i'll be here probably until may!",4cff604d83baa4bc4993a06d67fcc64e0aef3f923174e8e89628e358248e7b5ad27563780630e64be592afbf437ba438
might have to come for spring break,10defd9da7d11c01b89fc9d80db646796958fddfbbf29a74e233e114e0ebbe39a3a7538e4c1c6a6f625d68f45617d3e6
"people wish i drew pokemon a lot more, and yet no one commissions them. i don't understand.",4ba697c9fe55e4a0355fe7fdbaf205b831542ee5e2dba8e95c7423fd85454e2d491fd611f538985a96d73fa841aab0c5a8980d4f2d6fa9d1efd41de9995b82ab3c262e76488078105b28334812039332f86d483d901b01bd7f8ea51f5a67f0b5
90 percent of the art i do has to be commission work to pay bills and such. i will gladly draw other things for money.,fe85d9c213ca861abe46a2d4ea117cf58bfbd639dbe599de18cf32ec07f9440b8240c1d67d10f2c44be90228d006243434301d7989c00365ae18f0457ff7b685e7bb926875eeb4f6fc7a369865390d5a58c7ad1e20c4e50324749ad6b77e3abf1a3a340474e5d95c658c1679c61355b71e8928d259a987a790df6b1e16d59fa1
"this! so many times people want to see more fan art of poke, but unless its a commission, its hard to fit in free art time",c93bc7a3e892e946fffac37d3ac67e903930ccb8e2f4412bae82d35df4b5ddb3ae96c94a2b98e3e7642b426290638d74256a528e8a1c50f54ac0061ac9439bc2860306956f6098edadf83b60810903185c8759fb4fa4f45c0a74f8a0baf20c136015a569d10edf6e8ff65f1dc7b7f67ab802c973189be22e39097dec56deeaff
maybe i should put more pokemon examples on my commission example sheet.,1e4146a54e8a44ffa0cf9e1f1065592b912b9bf14132566e81338800168830b3b52ecf4f8ae4f70c4909749120a3743090a81e9656044f57440dc87c7a0899587645dfe25cb11b83ece286a25699b5da
thats an idea! i think i need to update my examples too,5a11d7a3fe1e0da6ac9493e0adf691be60ac43083ab7713151446060881e155a121440a4cbafd3aea0a4a24838fbc88d9d4cb2292ad9bdb3636bb11b626b22be
whyyyyyyy am i not in tokyo just whyyyyyyy,f371c8a682ea14111f1b3517c1796db12c3ee6d27acbbf3ff2bbc025360d0d4316adc561bb69f010689ba9dc7f30b924
weep weep weeeeps,1097acfa49b3c0d276157c0fa759ac81802e1ec345b555f1bb2bd53013a189ce
t_________t we'll need lots of tissue today.are you ready? :d lol,f169daf4ce1ffd2b906dd56300a3333e103e027f22bfb491729b6beeccd7ca5e59594b5b747af019c017a024295a70860794bb1bab65a85f56b637094081d23786703542a9aa541d67066e87a739d18b
i'm really not i'm not gonna lie. /grabs so many tissues. we should start the tissue pile now huh?,2ae979b18e2837a57767de60c40a8788f37d09242709bf9274d3afeb9a60f945f1af242b6e527012bc043ef87974016ef9889ebdc577ee00aadd53b1ce3b8032239b24c29a5b333a62642f767e2e31f7e8e1f7fb2ba66de1bade69c4ff039ef6f0ec8aa308d13ba3563f9b9103dfbf68
yes.time for it let's goooooooo,33eca3366043b80c1b34967daa5327e10ec8890e247757f8e212c16ac50f6d79
guess who can't sleep,66631a866c43d8a6ee09d67a812f64e234ea79c8e479dfc9c299bd09f386faf0
haha me too kill me,71ea98e78dc2fcc86559973274248f9a83337c66f610e73fff0e3b217de62cab
i've been laying in bed for over an hour lmao we got this,89f9b807841f673fdd7aad5d2155d24053ca469d3ac8d7e65c67e8b8bec1d29bb8d541a3bd8df2bd22d46ae7f4caff5743bdc7a9055ba0ad7081e562f267adc6
i have counted... so many sheep chelsea.,d1768c9b8f4dfa5d52bbc09259fe6e29f767e1c9fa4b48b31486b3751d8f1fb218f0a5c1edf170f7ec5748fa9267c30d
hahaha what sucks is i almost fell asleep when i laid down and then i just....didn't. and now i can't,1af314ff492d7a8eac015afd6fce9ddc016949f5cd361c0d8a334f10d22b6c2b31d60b37861eb90521e31691052d629288b52690a37cf3df107d8cd33e5fdaddfe6df6cded26f36ebb1399a46c8499363f98039fca3ad25606eee872c608cc765700c62cfe7f70b6b53db3602f0ee2aa
ima really fight him,40848da5be0a9339f19e8467e5aea7b6d87b0d33a2b0710cddac8ed373de4e87
you better be talking bout someone else,efe426429e78d491edd2890b9031cb302b97e7ae1fa5d8ffac42ae2fce81c55752b2436de989fca83f5fb82d7b33fd08
.... &amp; if im not?,30597ec39c48c0970c1cfbffd74a44ed44818901f6f76a3798cfe0d5d9f21648
im gonna be at your door step in 5,fd45d83254654bfd8a9d57579426222d28a944293e7b0591d2f4d09a73f2a8ec0f233ea410ebc26a4e5fe03209c29bed
not scared soo.... i'll be waiting to beat some ass,ba86bf78aa48ec1bf3eaed79fd92c420cf576851bbecc15d4c013dab7ed994dfadbdfc6f87fa7809547dc50eadc0baa3bcf7aec09b5a8294cfa839cc0426a31b
some dick just posted a major walking dead spoiler... sooo pissed. fuckkk youuuu,0d3181670b7c390c84e4b1cdba1842d285609cf36d59786e49ee5a4910bdef60ad9c74c99d7a47c676220c0e286469834000416cb3d15e35e88ff78e837b8afb29ca765edbb9158a9fa77c8affa19fe48a7676f142e22b89d498733de331a801
what was it?,9fdfe00c48867ce1efaff645e411c0bf
i'm not about to fuck it up for everyone else.,939c0129b8069b6bffd0cb90d55a069695ee00b94efe4c593e01d72133bd7622c05034e589079087f3a14b2c81cb570c
i wanna know but i don't at the same time lol,77c4317afa739d123eb203fa7b6bc1552dfaaaeaa0f331e5f140951be9fec2bade01a63fe017626ca0f384e2deab0715
"it's a given, but still uncalled for. hit that unfollow asap lol.",9457acd996c1de8b06ad4dc69bf725857a5c77d59857d74e5472362859475c8c34d87517f52ee65b9c33265b3d64099b0ed4ba945f878abc0d9e0d245aa5ddebb03ddef8ac119be79f67bf32d5af955e
does anybody really like john lester? i'd really like the #cubs to win but he's a tough guy to root for. he's got a belichick  personali,82f99bd2ea2f00e9fb28fc8c3536572038ebc342648a35903ec8ba11b7d05449a0b3adf9f8e2ad4d3bcc1efa564fad5055463b0dcdeb25ab76c8856cd3cbc8d6bea6b5024be613ba3b677c5a28e152e8f9b6e2b6c52d8de2fe3d20395404b2d6068caffcd412cdf954b1f824a97dce51bba8f7e3573190907a3fa0ea7e350e9a03cca20fbbcd741f0d42356b79d4bd4c
"cancer survivor, does a lot of work helping children's cancer research.  solid guy.",988b1d977d1121488e9b2a6e4157e5d86980c1516d2d3b033282bd4444416d6c46a209c77ed35dfd2706471d2084e7c29a8da70b734ebb213a7100065df4726ad1ce4dda86f0756bc677f47e9c2d344fc7e4bb9a4837cb132566c55eb88717b3
john lester?,6ec964458cc89a74382efdbe892d6f37
jon lester.,9cd25a8831527a9bea85e5f3d66d6ad5
"got it. he's got a pass. pitched a good game. teammates let him down. bases loaded, zero runs. no hits with risp. only one game",5a88ee9d36ad260dab9ba5e2fda3ec9c2b0ea1fd752df8b27cfd026040332576deb650753630b612d66d90c241b4ca6f9fa404733217b4ec23fdcf342a893e135f40b524a8e7d12958867471af5f293da191ee6eb8d36193923ce46e7361eaa34e973e1af9bfbcd298ecbba8c50cd7f825766e023956b93a13c1b35fb9b7ef6f
how was your trip ?,489554c4bb61e54db716cada266cb7eac6730e7bfbb4bfaa6d9421a548a5f69d
"it was incredible thanks, how did you know about it? lol",50ab2ed80c67842af2da804dea917c18a2c44cfb9b2522685aa1f44a4b2c578748b00bd5b8bc610211c74f5fb469e6c946ff3e2941d6398280c359e53633da87
facebook and gigi,1f9e50f42b6fcdf77e24b6891e7613a213cb7a68b2b68dde72fdf5cdfe70d2c4
you need to watch our first video!,599323459a35a5120a2919aaa64634c2626bebe2290d3815293da941c82684eebe44130d7857cdeaf95a1d5fdaf536a9
whats the link?,7ac1eb2aee48841890bc04226ec55f35
hey you go to nccu?,34b763968f33fbd60208d506d7ba8503c2edf84d263295cf8a8d329a22d15c19
yes.,61a1091b59bf6b3c9728f7286b2bc4b0
"me too,  your cute ,what's your major?",e3fc34247a2a88592c0f5acf61094e07a6da97e14e430f2a3e0b85caf0aa3ea03068930aab07be303929dc79f36a165d
thank you  &amp; criminal justice,d06be9698e4a701a22290970ce53a538d4f64e3ac1e9404206efdb4151429b874ac93015cab67d1729a725fb3ef68fa8
"me too lol , what's your number so we can keep in touch?",4ba22dd1c779962fb51f928bfedb698d45defabdc7408dc93de23b49a7816ab55de4c98354599b2f388286b365ba797db8a36506b734dd5d0a8308daa67cc7cf
my ex taught me how ugly trusting people can get,0cf16c4c086aa5fc2dd613c991c3619cddda0ad3bace7e0fd36aa9fd1354bbc8bc520206c3bcc7d10ab50253a9a98130d68a0b2be5a318a60d032bbd75ff765d
nooooooo,fc9bdc8b1063a844db799e9f4fbbe40a
dead ass,071ee6113b9c93d14a6c053313407bfa
"sucks! y'all seemed solid. that's life though, people change",3428fd77ca05aa600fedf0423c1895f95844dfc78928ebf827267793ab7e3a188aed21699a30da22c2b59f9ecb305244bbafa72a9d93249dcb11d61c647d0cf6
lol i thought we were too,2f6fb0820e78b6b78c06332279f25803e138299ca33fb0af6e51839a8e3944d5
happy birthday!,52a005e02e0af65686ff0d3bc851c601
"damn jay, the plug like that bro",c014b564dfaf4b9c8c30878e0eeea7ea8ebbf4a41b86fa5bf0e37f14072e6d87c594d63f1826e7cc42b5ad0ca520cc47
you want me to give you a lil shout out?,3246dfad1e3a6c6878f0c942f50a98d73c391e648f9e7215528765b06444d15833ad5d10923fcd7cdd946db175a8f6bf
lmao put your boy on,0099635c3c43588d0e62753dcb1e7d91220bb61caca1f9194fa274d4cfb73c1d
you went sky diving?,4a4c9a928176aa40b31b0fd8a7e34665153d750f1be3e9df41fec1502bcfb076
"please god don't listen to the song ""entropy"" while doing thermo hw it'll stress u out the chorus is ""calculate the entropy"" im not even",8dc9b3b7d626ebdb7e165ada25095b7fde8e53cebd3366124437fa3b5efd0974373116f60c24dedc3325b41d6ee2e8478638aed6823c0d37c63ed16e48cd263e3750f1929b134ee197b34aa6d5570e38393111ae49401400b83a216c03faa4454fab67cd3ff3852308981470720506143246ba9fa1a2b42926b4bb7eb0f6dcda8d6e0d638e36a1c7ff0b0336a5ff819d
how's the pset this week,b405230fd0b638f30918a119d22072def920dfe544273e4476cfcc6b2254f5b0
wrote a stressful physics song,8ef740ee2c38a2b732741dff3583064989616c7d7f33bd0a7710ef3467574dfa
i'm gonna check it out brb,ac482668cc7d0740c2a327774647c98cd260a230aa0b9bb3ce6e9bf24c5beb48
fucken warned u,ae0784a8d365be7912cf761f87f02990
wya broda,71155d66d85bb6d9a05dcf95758c02ab
at the house man. wassup,75c17a0f8b6a942d97dbdd34412390124043f8bb1c983c112f6908a0605e4c73
i was trynna see if you trynna burn it. but you ain't in town :/,d58bcebd06ba409da707fc71dac90c628e0d08062a368e7e5a4889f51a51a1bd2d46069e1bbc94e6cf12d051908ef99cb63f77c6297777906b689d62bef5e4138d802fefaa2595236032705e362516c2
shit id be down but i just got back to the house lol i'd say slide but i know that's a mission,a403a88476581183f4b717f929e3fdc13620282a218083d6ed08dec44c162a83bb26fb5d2b7ab7cae3d26b1a32ffb9e4dfc91002ccef56dd4d60dd25aeab485a00cf7804648f8fc03c9bccd8d028f686ee57647738eef8eb18994e53c9e9cd69
if you change your mind hit me lol i got 2 blunts,a1d8c558c7fc15841aac87ec1bdf2ba4ff20850088ae0e34917622d217cb1d33452bb23eb53ca53cee56ccf3cbc2be56c13ce066a52003f9be3abe5056d85a87
definitely didn't go to english to get an extra hour of sleep. yeah.,04cc31a440bfb5b9e9d337d458daacd53f55b1a6378d2a645ac3a29c274df71aef4ee3ab9d1a3e2ac8684a4fca15666673dd5cafa75a243af077ec29ef56e8a4fe831ad66ff5524f041d938bc6e1a2cd
if you would have went to bed at the time you said. you would have been fine,367e77cda3b3380b56c924f77dae1803b2ee1b0cee8668069add7ce540794a5ee70215858ff12177699ef0081f9d8c0906e29fb1242486e6f4a46b7610d235be3de5a37605e8357c9a1332e8894e839f
"also these cramps kicking my ass rn, feel like i'm being stabbed by all the ex friends i have.",b6ee767560013d2438f304418d7a081bc339a5bb2ba7ab0d563403295b7c8007332620b7410132f9ba5917a048c697981bbca018bdeac34e6ffdb4da5e78ec590850b30f903dc1cbce00f5b82c591be444c04ff10fc40c77a1caf819ff69eb56
lol damn girl take some pills!,722005239343f9cc1db62306ce7f78f075a2317ef13ebffee200c252ac3b7a5c
"i did!!!! the question is, when they gone kick in???",29b0b092920a63f66029720c1935f95fd5df8359761551285910cc84d3ed46df6941f47fafb17d6e90505f4fe125beb411588ea47071f824a7a872b3e643093c
anything good on netflix i havent seen?,652fc2db38fb4f0d99d42dc8fcaf3e5623500179223af46839a5d5d0fa707a4b55ffd65b1557f98ef28f15132a871895
"enter the void, charlie countryman (i have a bias towards shia labeouf), moonrise kingdom (beautiful movie, literally)",10152e4d6b7c22786be92aa25a66a61b8b1932199b11e1ca33338ceec654c1ad77b17b6e8df45e6646cdba705b9ff35b3fe657598507fc21d4ae1a072394f7ab81ca75fcf12676d0de8c2397fe138f896472c2656b0a6f14f258d3be458cd070e4e9a0aa45e825e00492a0a68d11deebe3d0f38c9ab5f3be6dd27cbf42873e42
what kinda bias? lol,a647d64acccd3875cfd457893deff8517a337489b4ce36b276af99dc6b7a4c69
"i just think he's a beautiful man haha. trainspotting, good will hunting, snow on tha bluff, the imitation game, american beauty",764e9fb9ff445d299c79c0be172ed2bb954d55b448dac3526b76b4fe883dc24bbd2a825baa0ac5aba3ebd3d2f5add16542f023a8baefc1abb06b67be6b4057647faddaf38b9eb1bf5ee6cadcd07796f4f4c0969b01ef5e2e95671c4fed7e3d078a87c4709eb8202e9591b44fc1cedb8d4e781b6f74a1e9cf7b5c5f770c72332d271e09e3f737514606b9df527148c4da
"some of my favourites right there but ive never seen snow on the bluff, ill check it out",dca712c0ae269dcc855cb55e0b4f506b8818acb56e3cc14b42227c381fdc14e626fa0d2ff0f0867fc27bb196f6e22dd17264a4b8ae2de73ee782ac60733abc4d53dcaf970c7bfe701b4859f1eee80523d6c05a18312e5626ccaa18525475c8fa
"watching this tnt nba deal about race, such weak sauce, so out of touch of the legit issues of the movement, why bother then",5d35566fe2cf34db5d8818b19a94724bfebd51b8b174f287ed7ddaf9c30207a6e501b18ed3ca456cb991784e4b279a38142444cce5b6e3ac4750b6bf63469e96b441e65e1c2b0c4e71ab1128dbecf180f41836ca1401f086ef20c74796de2e1ac1e7e66be4c645b86cad68b62b82ad8f2f6fe52439a05063974ae976eeb2ba6a
like...what...is...the...point if you're giving one sided opinions?,6292e985bdf64ff6a3737b6e56aafebad4d10dfc1929fe4bcfad03454aa9fc2feb63f8252c8581172111e493126e4026a9d159cd432a9f9fef32bba31c1940f09c27d1d246633b0efee4ac4f71cc6baa
"can at least one of them talk about their experience about how they were fd with because of their race, they have stories",85d8548eb05d2d82b5c5730427962516c5c6e9b9b4f12400f29cb93c0c5b9aec6e5b1e955d8d0b145083f1f770edf43b2a20798fe99e6395569c5f9f2fe5df8f035dd5b949e3ed48a707a038fc9cb4faafaabf46e11eff33352da6cb3c7b6a7fa12807fc9b82a3aac5237e13f49c3f69c75137d432bc94db46885f5c57a5a1c7
especially jim brown. they're not offering anything outside of typical victim/community blaming. this is solving nothing.,4492b4fa6b5c901b27781c36082d7f05dcbb9e82b3a6b996cfac4145e78a214738d6b5e5b4f4c2d4846e37359a142dd41c87986d4425ba27f778bf8d5016130433f38443d963629d8f9981df5a7de3fea3fe955f12a0f540f112b3c66a20701b28a85f574be8f6a591270907d3cc2535c07c909248046f971a0c5548cc517f5a
"i have so much respect for him too, he is too old for this conversation",466d25613f51116f8cd2d34ac4f1d302977d7679caab43a480af3bd779267bfe18d37c6b1c9e5b9c31ea4e6e95ec60774424b430559d653729217380c65e54b99e8ab22bffa4ec128404b257c066a8ec
my tl is so dead coz none of my uk people are awake and active,0ef00187d23b482bff14ad735f7ee538e56dc5b22d058d1f9d8759e55798c796260b8f684e5b81a1269ce238bac92ca44640f36e56f2055f4013865c63894082
i am  lol how are you,af225eef482a5257a240527d7d7baf2c6f70e90cffcb0e99abf4dea8340ab8de
i'm good! how are you?,a550330267ce55c35f4f2df48fea0d92757f05bb879b3283a05c8816b5eaf769
that's what up! mi deh yah mon another day another dollar you know.,03b0545a1776daca4760451c228cbd26752aad18f67611cfd45f0d51c118f597db7f34ae57a480c86849f88f9f1cb6792d9eab24eaaa8c17391d2c7c58efaa9ba2e54aa6482dcd9d9e1f233549da6ebf
i hear you brother,de15441e874efea52dc4266ce88f48e80f1a4f78ca6684b78aa139223110dc1c
broke my apple watch,9854f80b18cddaffabf2c6b19272d8b389dcccfb2767b2a2289d4f0b83a906a4
what did you do?,0f76beb278af3ebc356d258fc0dc7f806e3fa95a1bc830e4d98f9684e165a337
lol idk tbh,2281b4aa7491786afec8d3f16ed597ef
oh  guess i don't need an apple watch then lmao,7cc3072fd72cb3d7d07caf926677366b9a66536169885036821cd5b32dfb08f39f366b9b7c4c677dba8f623ce519415c
lol get one,ede525b63d1191f7112ff2513203f2b7
looking for the dodgers game on my tv guide...,7bb5ae954fc409e33aae8ec6b28784c01702d605f111608849a237f15650d0555d806ceb3735f2ef801a13ac755bb5e4
did you dvr it??,2c77327cd123e55d8546181e13da810a7a86b03ea8b20f259c7aa2531712cd99
must have missed it... they play again soon right?,285f7bb4d5d39126a101bcea1349dd0c695c483304d8cdff5de099c8223eb1a9c84063ac9e0b73a65ab9d6e06b69d0f5108f02071a32b039e6a86d9ed86037ae
"yeah yeah, they kick the season off in april!",659d2b427f4077d16060fcab51482223389c8d20c943f546336e87afaca83e167f39e290dc4acb67223ff13311264b95
oh the same time the orioles play again!! perf!!! i secretly miss you,3a770889e2884f247860e05965b857057b611910c229289992b2fd3f87f3e0437c13993aa4b452c36a2905bf3de7833d96449667e3a07a9608bb5035a2a31dccdbc6de3017f1ef80fd121b74bca0b646
this boy told me only niggas with lil dicks know about cars,d134981990cad83ebfb1167d70dde256f5dd83ce543920135439ef88f062ad29b7765fdfe2403a20dd87371523ff983a54a7b4a7bf96b54753e48f4abd8b5098
i bet he himself has a small dick lol . like who says if u know this information u have a small dick. some1 who has no confidence,9597995f662bf44a62d633c3bf13cb13fc121e4e92bef9e09f3b6c47a529b6ebc32c0134084beb19e81c5bff31b1789fe8a4c894bb3e32a488a5650314110ade91b7b3eb774258524f240c977929c7406f0326dfb246fdf335827f44a2dbf18a72837723ed4d6880216941ca219da870b6b72e45932721702437bce67c31a1710de7f7bb42ed314625586fadd968787e
nah deadass though lol he's my nigga but like really????,f5a9a4b3aa1c5c8c7f2ae5a995c881d4cf37c9cbb98b66d9747af6376a968c37397997854cf26208aae076c678f36eb394872dfad0c0e3b4d6c6229bbfe7b462
yeah he sounds stupid af lol . whatever make he's joking lol,06d289c62c7e17b79595f663b074be802ed9e82b2699fb458cf3295ea3c54c05e52f94e1734651fcd17913faa58d43a31d20e7b374d6fd31d455bf564f45f0c4
maybe *,447ab2b2885efcbdacbcc340dab3b881
i was told by a support person that support would be open today.,c2b7b44e3920f15fb07140fd8123b1de94488564e5018f621ea8b6c5bc18b7141884efbd169edba416603e000b7a6e120845f841ce83891dcfa49b55cb856b2ab3ea36924190c7f65d422b22a32406ec
i'm so sorry! our phone support wasn't available yesterday. i'd be happy to help here on twitter if help is still needed! -pc,e296f6e85f745c64f06c7f02a3453de21a05d3f36a5dcd1355f6d8add96c90d1fe8786c95a09c6ce5e228a4752156429e824aa819cd01283bcd03b2c5d80837d003cce1e833b9363e7e6e5661c4cd2bea6d07d1a3c574b44bd3750ab1538516b54f0bac56ae49a97011fb55224ad6be3b16c7fd498c375c9b397683e2fc31cc6
"i reached support via phone yesterday. but, the skull known issue is affecting me.",84ae23f30d31821f07837f840b335e97ad62df83a0fc294c03d1c5adce0da5d76e0b7a76cfea30566c973f00fca4c1a1febe4bdc095995787d946cf7dd5c97dc2943267c8cf128be63f31ad8d539feb3def4d768a9bb3ae11148e390d0ff3d7f
"were they able to assist? if not, we'd be happy to assist further via dm! please let me know! thanks-pc",4218ff2efa7ab95c8f9a440c06db6bbec1ea778eccbef305c2cfc079aa65b5c2a6fed6eb526a39614788cde363bfad739e374b3dd161672945ee51a2925f3613d178267cf730a6147b08e48d9d82553c2a4f5e428894781c5f2cb2b8b5fceb12479c0fc066974d8b0ec6f002fe2ef6d0
"no they weren't. apparently, engineers working known issue. hopefully resolved by thurs and al dept revenue will understand.",574f4fe9098816ce1ab899d595d0682e9dd7fb7b5f900918024128739b85d780c9582629202c64ac8d279e957dbd4361f2b84b428712a7ef8bbd03aaaf505b03d2c3910e8ab72ec6ef08217ab42a45aa554696cab4e7a319124f9d7fb3061a84c8fdf0175a2c44c4d1656031be62c18829435470dcc4f57666d15b33673e7ca8
happy c-day my nigga,f4f8549c2be58c68b32b1bca613deeda1ca3f7ff034aa78725d913e4659f2460
my nigga big birdd shit fam thanks my dude that shit means a lot stay up out there g,4071896b002771bd2dfc8ec8f3460e754853564df2d06abdcdd163ec488af36d4df9e24a7d21a646fd6bcdd13e99e237583d83762437ad40a608cf4d8a357fc6783755c70c183d29ef8cf63549ccfbf6cb0dc77ce078c2352f18ff83dda0c8de
boy i ain't know you ain't talking to me hunch back of norte dame,5b4b38f56ea6f6f24e93f9844f49a0674e1f58b7e8b83dd4373dce47af42ddf5e19eb815aa605ac721824e34b93faf22d8b6fb42e1959a264b99ea66e1715a3d260a0ce05c4d7d6b5642b02f71dd2b16
